@relation COMBINED_TRAINING

@attribute Day numeric
@attribute AAPL numeric
@attribute ABBV numeric
@attribute ABT numeric
@attribute ACN numeric
@attribute AIG numeric
@attribute ALL numeric
@attribute AMGN numeric
@attribute AMZN numeric
@attribute APA numeric
@attribute APC numeric
@attribute AXP numeric
@attribute BA numeric
@attribute BAC numeric
@attribute BAX numeric
@attribute BK numeric
@attribute BMY numeric
@attribute BRK-B numeric
@attribute C numeric
@attribute CAT numeric
@attribute CL numeric
@attribute CMCSA numeric
@attribute COF numeric
@attribute COP numeric
@attribute COST numeric
@attribute CSCO numeric
@attribute CVS numeric
@attribute CVX numeric
@attribute DD numeric
@attribute DIS numeric
@attribute DOW numeric
@attribute DVN numeric
@attribute EBAY numeric
@attribute EMC numeric
@attribute EMR numeric
@attribute EXC numeric
@attribute F numeric
@attribute FB numeric
@attribute FCX numeric
@attribute FDX numeric
@attribute FOXA numeric
@attribute GD numeric
@attribute GE numeric
@attribute GILD numeric
@attribute GM numeric
@attribute GOOGL numeric
@attribute GS numeric
@attribute HAL numeric
@attribute HD numeric
@attribute HON numeric
@attribute HPQ numeric
@attribute IBM numeric
@attribute INTC numeric
@attribute JNJ numeric
@attribute JPM numeric
@attribute KO numeric
@attribute LLY numeric
@attribute LMT numeric
@attribute LOW numeric
@attribute MA numeric
@attribute MCD numeric
@attribute MDLZ numeric
@attribute MDT numeric
@attribute MET numeric
@attribute MMM numeric
@attribute MO numeric
@attribute MON numeric
@attribute MRK numeric
@attribute MS numeric
@attribute MSFT numeric
@attribute NKE numeric
@attribute NOV numeric
@attribute NSC numeric
@attribute ORCL numeric
@attribute OXY numeric
@attribute PEP numeric
@attribute PFE numeric
@attribute PG numeric
@attribute PM numeric
@attribute QCOM numeric
@attribute RTN numeric
@attribute SBUX numeric
@attribute SLB numeric
@attribute SO numeric
@attribute SPG numeric
@attribute T numeric
@attribute TGT numeric
@attribute TWX numeric
@attribute TXN numeric
@attribute UNH numeric
@attribute UNP numeric
@attribute UPS numeric
@attribute USB numeric
@attribute UTX numeric
@attribute V numeric
@attribute VZ numeric
@attribute WAG numeric
@attribute WFC numeric
@attribute WMT numeric
@attribute BIIB numeric

@data
419,74.57,50.02,38.54,82.95,49.11,53.08,124.5,351.78,83.87,82.79,89.45,128.09,16.46,68.02,31.5,53.53,113.2,48.96,96.14,61.3,50.5,71.18,65.28,113.25,21.77,70.85,112.23,63.69,80.73,45.95,63.72,56.3,25.38,63.48,29.83,14.96,70.78,32.63,134.35,32.93,107.55,24.87,83.57,35.62,606.86,164.9,55.97,76.59,92.41,29.51,181.32,24.26,89.87,57.27,36.66,57.09,162.18,46.81,75.74,94.11,33.98,57.06,50.17,130.62,34.12,108.18,54.93,30.12,37.19,77.12,67.47,90.25,37.92,94,77.19,31.43,76.63,76.53,74.28,96.41,72.05,92.03,41.14,148.15,31.64,55.23,61.48,43.88,75.06,88.53,94.66,40.12,115.26,225.33,45.23,65.85,45.43,71.96,345.63
420,73.8,49.89,38.81,82.42,48.67,52.87,123.09,358.32,82.63,82.91,89.44,125.31,16.27,67.22,31.16,52.91,113.94,48.38,95.24,61.42,50.12,70.49,65.38,114.76,21.49,71.63,113.04,64.03,80.21,46.21,63.27,56.15,25.37,63.7,29.8,14.93,69.85,32.2,132.33,32.95,107.07,24.85,83.95,35.18,610.61,161.87,55.18,79.65,92.97,29.47,181.1,24.25,89.87,56.28,36.92,57.53,159.71,47.69,76.51,94.22,33.54,56.92,49.84,131.34,34.3,107.93,54.66,29.52,37.05,77.39,66.48,89.63,38.03,93.76,77.54,31.33,76.89,77.27,73.76,95,70.06,91.87,41.19,147.64,31.35,55.59,61.27,43.9,74.38,88.08,94.17,40.26,114.67,226.25,45.29,66.28,45.43,71.96,346.3
421,73.13,49.91,38.95,82.41,48.38,53.07,120.61,359.8,79.38,81.64,89.26,125.15,16.26,67.76,31.11,52.8,113.7,48.3,96.02,61.3,50.03,70.78,65,115.18,21.58,71.67,113.57,64.61,80.08,46.81,63.09,57.34,26.04,64.37,29.86,15.03,69.26,32.83,131.86,32.6,106.83,24.88,83.81,35.89,610.7,161.74,54.76,80.35,92.96,29.49,181.92,24.43,89.87,56,37.02,57.71,157,50.28,77.13,93.51,33.51,57.27,49.28,131.27,34.17,108.22,55.02,29.75,36.98,77.7,66.04,89.68,38.27,93.15,76.97,31.43,76.63,76.85,73.9,94.8,71.28,91.66,41.03,149.22,31.18,59.51,61.48,44.06,75.11,87.79,93.92,40.28,114.88,225.25,45.35,65.84,45.4,73.36,343.21
422,74.59,50.08,39.34,82.37,48.97,53.73,121.82,360.13,79.15,82.44,89.81,127.07,16.42,67.44,31.57,53.18,114.58,48.67,95.53,61.47,50.43,72.06,65.11,115.52,21.57,71.63,113.74,65.09,80.48,47.48,63.67,58.34,26.15,64.39,29.62,15.16,68.94,32.89,133.04,32.8,107.77,25.08,83.65,35.83,610.22,164.31,55.29,80.62,93.46,29.34,183.11,24.39,90.12,55.94,37.22,58.58,158.91,50.38,77.53,93.51,33.44,57.76,49.84,132.73,34.59,108.1,55.4,30.17,37.36,77.54,66.36,89.6,38.72,93.47,77.38,31.67,76.96,78.09,74.04,95.8,71.68,91.88,41.04,148.59,31.41,59.68,62.51,44.21,75.07,88.43,94.26,40.45,115.38,225.42,46.48,67.5,45.4,73.14,343.86
423,74.39,50.08,39.33,82.36,49.42,53.76,122.75,362.1,78.85,83.55,90.8,127.43,16.46,68.04,31.7,53,115.78,48.61,95.8,62.17,51.03,72.86,65.36,116.09,21.45,72.61,113.39,65.71,80.81,47.67,63.77,58.77,26.06,64.4,29.85,15.16,68.46,32.05,132.82,33.3,108.32,25.05,82.79,35.28,608.43,165.37,56.59,80.68,93.53,29.47,183.02,24.39,90.87,56.07,37.34,58.65,159.76,49.6,77.49,93.58,33.62,58.71,49.97,133.11,34.96,109.23,55.72,30.61,37.81,77.82,68.44,90.88,38.88,94.44,78.36,31.55,77.42,78.21,74.14,96.11,70.46,92.31,41.37,149.43,31.11,61.53,63.8,44.39,76.31,89.36,94.48,40.45,115.78,225.08,46.55,67.27,45.77,73.28,340.68
426,74.6,49.27,38.89,81.52,49.11,53.55,122.43,359.78,79.42,83.79,89.5,126.74,16.23,67.44,31.57,52.72,116.06,47.59,95.14,61.57,50.35,71.68,65.17,115.05,21.23,72.06,112.91,64.99,79.46,47.41,63.14,58.31,25.85,63.51,29.48,14.97,67.41,32.26,132.87,32.82,109.38,24.71,81.45,35.29,601.95,163.67,56.12,80.65,92.69,29.32,182.12,24.13,90.32,55.47,37.27,58.08,160.99,49.76,76.5,92.77,33.39,58.49,49.38,130.63,35.15,110.33,55.16,30.07,37.28,76.91,68.43,90.73,38.28,93.98,77.82,31.42,76.26,77.77,72.84,96.39,69.98,90.58,41.08,150.03,31.05,60.96,63.17,44.01,76.14,88.93,94.49,39.97,115.53,220.6,46.29,66.72,45.5,72.71,338.38
427,75.1,50.75,39.67,82.98,49.9,54.34,124.71,363.9,80.04,85.41,92.12,128.72,16.66,67.58,32.1,55.61,118.57,48.81,95.85,62.35,50.7,73.1,65.36,115.94,21.47,72.57,113.38,66.34,81.71,48.41,63.99,59.06,26.55,64.27,29.84,15.14,68.8,32.95,136.57,33.55,111.41,25.23,82.94,35.99,608.06,167.64,56.64,81.51,93.69,29.71,184.27,24.24,92.07,56.51,37.45,58.88,163.04,50.19,78.27,93.41,33.89,59.09,50.49,131.09,35.74,112.42,55.79,30.9,37.9,78.14,69.15,93.1,39.18,95.13,79.12,32.12,77.21,78.86,75.3,98.54,71.16,91.8,41.35,152.27,31.33,60.34,63.66,44.68,77.16,91.08,95.68,40.73,116.35,224.65,46.87,68.39,46.08,73.7,343.15
428,75.25,50.86,39.34,83.11,50.54,54.56,124.9,372.37,78.58,84.8,91.65,127.3,17.19,66.99,32.14,55.8,118.98,49.4,95.2,61.96,51.23,73.79,65.16,115.76,21.52,72.65,112.51,66.32,82.68,48.85,63.82,58.86,26.6,64.21,29.72,15.4,71.57,33.32,136.39,33.7,110.6,25.5,82.87,36.56,609.74,170.79,55.93,81.54,93.75,29.53,184.96,24.13,91.33,57.39,37.49,58.47,164.2,49.92,77.97,93.45,33.91,59.08,51.37,132.25,35.63,112.1,55.61,31.77,37.61,76.94,68.83,92.94,39.27,94.77,79.94,32.18,76.59,78.37,75.85,98.84,70.8,91.32,41.24,152.04,31.31,59.62,65.09,44.6,77.02,91.32,95.77,40.75,116.17,221.97,46.36,67.79,46.43,73.38,339
429,75.03,51.19,39.28,82.8,50.9,54.66,122.92,372.16,79.08,85.9,93.03,127.37,17.29,66.63,32.46,54.76,121.2,49.69,96.42,62.36,51.44,74.45,65.25,112.57,21.47,72.69,112.92,66.57,83.34,48.72,63.87,59.3,26.61,64.2,29.26,15.44,70.84,33.24,136.76,34.1,110.21,25.79,79.92,36.58,610.42,171.48,56.66,81.05,93.84,29.68,185.46,24.26,91.63,58.12,37.61,57.77,164.22,49.66,77.4,94,34.46,59.21,51.65,132.47,35.57,112.92,55.98,31.64,37.65,77.74,69.5,93.44,39.23,94.9,80.15,31.89,76.83,78.21,76.18,98.64,72.18,92.06,41.07,151.54,31.51,59.76,65.51,45.1,76.67,92.08,96.54,40.95,116.52,223.01,46.44,66.04,46.68,73.46,340.69
430,74.98,50.62,39.13,82.93,51.02,55.19,121.01,372.06,79.61,84.65,93.37,127.05,17.27,66.56,33.2,55.03,122.67,49.6,95.88,62.47,50.97,74.43,65.37,112.81,21.38,72.95,113.14,66.32,82.21,48.45,64.48,59.06,26.72,64.74,29.27,15.39,69.8,31.63,137.05,33.67,110.25,25.7,79.58,36.73,608,173.13,55.94,81.19,94.52,29.92,185.5,24.27,92.05,58.62,37.69,57.64,163.96,49.98,77.71,93.93,34.65,59.35,52.42,132.5,35.49,113.26,56.19,32.01,37.4,78.97,70.24,93.24,38.6,95.75,80.38,31.86,77.14,77.66,75.97,99.41,72.56,92.29,41.13,149.82,31.71,59.77,64.91,45.26,76.44,92.93,96.9,41.46,117.06,224.71,46.13,66.53,47.28,73.64,328.75
433,75.05,50.82,39.37,83.04,50.79,55.28,124.12,370.53,80.06,84.44,93.21,125.42,17.41,66.74,33.03,55.34,124.1,49.55,95.58,62.39,50.86,74.57,65.74,113.89,21.34,73.03,113.89,66.43,81.97,48.77,63.88,58.22,26.81,64.08,29.33,15.28,72.03,30.83,137.48,33.57,109.18,25.61,80.23,36.14,606.39,172.39,56.21,80.83,94.34,29.63,184.22,24.47,92.18,58.42,37.78,57.95,162.89,49.56,77.16,93.63,34.65,59.51,52.63,131.96,35.54,112.78,56.04,31.93,37.32,78.49,70.1,93.37,38.63,95.84,80.55,31.82,77.29,77.75,76.25,98.88,73.04,92.18,41.18,149.07,31.68,60.17,65.13,45.28,76.91,92.26,97.41,41.64,116.53,224.65,46.02,66.11,47.47,73.49,338
434,75.78,50.9,39.26,82.56,50.3,55.09,123,368.82,79.11,82.42,92.71,124.22,17.21,66.8,32.91,55.03,124.69,48.41,95.67,62.63,50.56,73.79,65.39,114.01,21.26,72.17,112.58,65.1,81.05,48.21,62.91,57.54,26.51,63.57,29.29,15.07,70.1,30.18,136.91,32.86,107.78,25.47,79.84,34.28,600.6,168.79,55.47,80.41,93.21,29.64,184.59,24.36,92.22,57.42,37.93,57.49,161.23,49.03,77.67,97.15,34.55,59.7,52.25,130.92,35.45,111.04,55.43,31.5,37.52,78.32,69.37,94.68,38.67,95.04,81.61,31.85,77.7,76.87,75.89,97.33,74.5,91.26,41.08,150.16,31.41,59.95,64.32,45.09,76.81,92.03,96.99,41.26,114.42,226.32,45.69,65.85,47.14,73.97,335.99
435,75.86,50.8,39.22,81.77,49.7,54.97,124.69,370.64,78.76,81.81,92.41,122.99,17.22,66.67,32.99,54.45,125.17,47.96,95.65,62.56,50.33,73.62,65.4,114.51,21.47,72.35,113.7,65.52,81.38,47.98,62.66,57.98,26.78,63.16,29.63,15.17,70.88,30.23,137.41,32.58,108.16,25.34,79.72,33.97,604.25,168.62,55.14,79.69,92.95,29.32,184.05,24.39,92.33,57.16,37.91,58.24,161.29,48.95,78.11,97.08,34.48,59.27,51.97,130.98,35.31,111.8,55.54,31.24,37.77,78.48,68.91,95.02,38.29,95.02,80.96,31.42,77.99,76.53,76.15,97.91,75.1,90.49,41.64,150.34,31.55,60.11,63.93,45.84,76.91,92.91,97.19,41.38,114.59,225.24,45.36,66.26,47.45,74.57,339.55
436,75.01,50.48,38.79,81.11,48.52,54.6,122.69,371.51,78.56,81.15,90.21,120.48,17.1,66.03,32.86,53.4,123.61,47.31,94.45,62.57,49.81,72.17,65.18,113.72,21.18,71.97,112.52,64.81,79.93,47.7,62.18,56.7,26.76,62.19,29.95,14.96,68.83,30.11,136.31,32,106.79,24.92,78.01,33.22,595.13,165.62,55,77.95,91.96,28.65,181.76,24.2,91.74,56.66,37.41,57.4,160.28,48.29,76.39,95.76,34.11,58.48,51.03,129.24,35.14,111.14,54.97,31.24,37.39,78.05,67.01,94.18,37.43,94.45,80.62,30.58,77.94,76.59,74.82,97.01,73.91,89.6,42.16,149.85,31.52,58.76,63.38,44.42,76.33,92.08,95.79,41,111.7,219.94,45.04,66.26,47.17,73.98,332.05
437,74.17,50.37,38.53,80.41,48.37,54.62,121.29,373.74,78.8,81.58,89.7,121.69,16.74,65.56,32.82,53.23,122.51,46.86,94.24,63.16,49.99,71.63,65.46,112.76,21.01,72.22,112.18,64.87,80.07,47.61,62.33,56.74,26.63,61.74,30.08,14.86,67.72,30.52,136.39,32.18,106.43,24.7,75.05,33.51,586.99,164.28,54.94,78.52,91.13,28.81,180.09,24.13,91.55,56.05,37.61,57.92,159.87,48.67,76.11,95.97,33.83,58.31,51,128.27,35.5,112.39,54.88,30.9,37.2,77.84,66.5,93.47,37.38,95.15,79.83,30.68,77.73,77.23,73.94,98.25,73.75,88.43,42.48,149.23,31.66,58.4,63.28,43.74,75.03,91.72,94.97,40.84,111.41,219.93,45.09,66.39,46.74,73.34,332.49
440,74.46,51.13,39.07,82.4,48.7,55,122.59,375.04,78.93,81.8,90.78,123.97,17.05,65.57,33.06,53.94,123.36,47.71,94.51,63.72,50.13,73.26,66.14,112.77,21.17,73.82,113.13,65.47,81.39,47.95,62.39,57.42,27.25,62.83,30.45,15.05,68.74,30.95,137.2,32.28,107.2,25.01,75.45,34.05,596.65,165.76,56.36,78.72,92.5,29.22,183.65,24.33,92.65,56.82,37.71,57.92,161.5,49.05,77.6,95.99,33.83,58.67,51.12,130.68,35.54,113.09,55.43,31.17,37.55,78.49,66.02,94.76,38,95.48,80.86,30.87,78.58,77.6,76.2,99.1,73.66,89.11,42.51,150.75,32.05,58.7,63.36,44.69,76.08,92.83,95.69,41.26,113.2,222.93,45.31,66.66,47.45,73.73,345.6
441,75.12,52.23,39.28,82.79,49.53,54.95,126.17,378.77,79.6,82.88,91.11,122.61,17.13,66.37,33.18,53.95,123.28,48.12,95.24,63.66,49.58,72.98,66.93,113.16,21.28,73.15,114.28,65.88,81.99,48.61,63.07,57.84,27.51,63.03,30.58,15.26,69.19,31.08,138.19,32.95,108.18,25.23,77.77,34.58,606.24,167,56.64,78.96,92.85,30.29,184.64,24.45,92.66,57.3,37.84,58.44,161.41,49.4,78.69,95.71,33.98,59.29,51.63,131.15,35.75,113.5,55.53,31.45,39.03,79.15,66.22,95.58,38.61,95.88,80.77,31.37,78.51,77.79,76.62,99.45,74.08,89.82,42.44,151.45,32.14,58.75,63.87,44.82,77.31,93.83,96.1,41.66,113.47,225.55,45.69,66.52,47.72,73.82,351.94
442,75.1,52.24,39.01,81.65,49.5,54.8,125.29,373.23,78.89,81.98,90.25,120.83,17.38,66.48,33.87,53.96,122.62,48.92,94.88,62.72,49.24,72.55,66.34,112.17,21.28,72.98,113.26,65.16,80.52,48.55,63.04,57.3,27.25,62.8,30.49,15.25,68.24,30.53,138,32.89,106.82,24.86,76.54,34.32,600.23,167.09,56.52,78.89,92,31.34,182.56,24.64,92.32,57.53,37.58,58.1,158.38,49.15,78.08,94.52,33.74,59.29,52.37,129.66,35.19,112.06,55.17,31.61,38.75,78.66,65.95,96.21,38.32,93.79,80.19,31.15,77.54,77.01,75.99,97.56,75.38,89.69,41.8,147.9,32.12,58.52,63.75,44.94,79.25,92.57,95.65,41.63,112.81,222.97,45.36,66.16,47.14,73.44,350.01
443,74.74,52.8,38.43,82.07,50.15,55.04,125.75,368.97,79.61,83.32,91.21,122.3,17.85,66.89,34.89,53.01,124.44,50.2,95.05,62.92,49.96,73.71,66.74,112.47,21.48,73.45,113.57,65.67,80.81,49.17,62.87,57.12,27.38,62.76,30.79,15.32,66.97,30.36,136.13,32.64,106.06,24.85,75.53,34.66,599.18,168.12,57.1,79.22,92.06,31.2,185.71,25.05,92.84,59.32,37.89,57.62,157.42,49.12,78.18,95.01,33.84,59.03,52.91,130.84,35.51,113.18,54.77,32.58,39.8,78.78,65.71,95.9,38.14,91.61,80.68,31.35,77.08,77.75,77.26,96.76,76.42,90.43,41.8,148.54,33.22,58.73,63.2,46.35,80.81,93.5,95.61,42.18,112.57,220.98,46.19,65.83,48.34,74.43,347.04
444,75.33,52.59,37.96,81.85,49.79,55.54,121.67,360.62,80.27,83.16,91.04,121.16,17.49,66.76,34.92,51.32,125.2,50.06,96.21,62.79,49.36,74.82,66.32,113.14,21.29,74.4,113.69,66.06,80.35,49.14,63.67,56.96,27.65,64.49,31.95,15.24,67.24,31.75,136.42,32.62,105.89,24.98,72.07,34.42,592.11,165.87,57.8,79.55,92.1,31.66,184.5,24.79,94.63,59.38,37.88,56.85,154.93,48.82,75.77,93.9,33.72,58.28,52.69,131.52,35.61,112.46,53.86,32.4,39.63,74.75,66.38,95.39,37.28,92.73,80.95,31.62,76.65,78.3,77.35,95.71,76.17,91.98,41.93,149.42,33.42,58.49,63.05,46.55,80.62,92.81,95.56,42.3,113.36,222.52,45.9,64.1,48.43,75.14,318.53
447,76.22,50.52,38,81.03,49.48,55.66,120.04,351.85,80.33,82.36,90.53,121.99,17.31,65.93,35.25,50.31,124.32,50.03,95.68,62.65,49.66,74.62,66.4,112.68,21.23,73.81,113.9,65.58,79.49,49.09,63.49,56.54,27.57,64.53,32.33,15.16,64.1,31.07,134.58,32.16,105.4,24.99,72.13,34.55,579.54,164.65,57.52,78.8,91.09,31.35,186.06,24.74,93.91,60.27,37.84,56.47,155.71,48.76,77.16,94.59,33.43,57.61,52.78,130.83,35.85,111.93,52.99,32.24,39.97,74.4,66.1,95.47,37.96,92.54,80.71,30.94,78.05,77.74,76.91,95.54,75.24,92.53,42.18,148.54,33.58,58.5,62.09,45.98,80.56,93.14,96.03,42.59,112.55,219.91,46,63.66,48.29,75.79,312.6
448,77.04,50.85,37.97,82.53,49.98,55.48,119.4,354.71,81.48,82.7,90.36,122.59,17.15,67.43,35.07,50.31,124.47,50.28,97.4,63.1,49.03,74.74,67.22,113.24,21.98,74.4,115.12,66.31,79.55,49.56,63.54,56.33,27.84,65.48,32.33,15.1,64.89,31.52,133.79,32.4,106.45,25.28,73.03,33.93,579.94,162.19,58.87,78.61,91.55,32.27,192.77,25.08,96.06,60.13,38.05,56.29,158.05,47.94,75.06,94.33,33.87,58.45,53.52,132.45,36.06,112.34,54.38,31.39,39.81,73.2,66.66,96.29,38.17,93.31,81.21,31.26,78.55,78.44,77.72,96.26,74.09,94.85,42.42,150,33.83,58.1,62.3,46.09,80.38,92.63,96.34,42.69,113.98,217.57,46.2,65.75,48.27,75.9,311.78
449,76.3,50.66,38.13,81.98,49.47,55.18,118.88,343.41,81.01,82.73,89.19,122.1,17.12,69.1,34.82,51.91,123.01,50.14,96.62,63.6,48.99,74.38,67.42,111.81,21.96,74.75,115.73,65.6,78.62,48.38,63.58,55.6,27,64.88,31.84,15.02,60.39,31.14,131.76,31.96,105.47,25.2,72.78,33.64,566.55,160.68,58.1,78.02,89.97,32.06,190.38,25,95.73,59.11,38.04,56.55,157.14,48.11,73.49,94.26,33.76,58.74,52.84,131.49,36.39,110.91,55.2,31.02,39.27,72.77,66.65,94.97,38.85,92.21,81.67,31.62,78.24,78.66,77.47,95.3,73.02,94.72,42.15,147.78,33.73,58.24,61.44,45.8,80.81,91.31,95.45,42.2,113.37,214.86,46,64.28,47.82,75.27,305.93
450,75.98,50.82,38.02,77.86,49.19,55.12,121.04,338.47,81.63,83.07,89.52,121.78,16.95,71.78,34.67,51.58,123.47,47.43,97.26,63.39,48.47,75.29,68.1,111.35,21.67,73.59,115.69,65.66,78.48,47.32,64.26,55.18,27.08,65.33,32.22,15.02,60.97,31.85,131.75,31.56,105.19,25.38,71.41,33.93,557.7,161.24,57.83,77.83,89.43,31.64,187.62,24.93,95.96,59.13,38.25,56.6,156.39,48.12,73.12,94.57,33.93,58.62,51.64,131.25,36.37,110,54.91,30.71,38.84,72.87,67.77,94.2,39.01,93.3,81.35,31.54,78.39,78.32,78.2,95.75,72.89,95.77,42.4,149.51,34.07,58.77,60.32,45.49,80.3,90.81,95.74,41.78,112.6,214.95,46.66,63.7,48.41,75.18,309.76
451,75.89,50.15,37.88,77.87,49.65,55.28,119.32,338.29,82.56,84.51,89.98,123.02,16.92,71.83,34.77,51.08,123.53,47.23,98.19,63.43,48.93,75.5,69.14,110.98,21.97,73.72,116.51,65.71,78.99,47.53,65.36,55.19,27.25,65.88,32.68,15.22,60.01,32.29,131.65,31.5,106.5,25.45,68.55,34.14,560.64,161.25,59.19,77.87,90.02,31.75,188.23,25.23,96.12,59.25,38.38,56.68,158.02,48.5,73,95.64,34.12,59.85,51.84,132.59,36.27,111.51,55.16,30.72,39.77,73.09,69.23,95.27,39.34,94.19,81.75,31.32,78.5,79.25,78.43,96.84,73.18,96.84,42.37,151.81,34.17,59.01,61.44,46.04,80.89,91.53,96.03,41.81,113.6,211.29,46.4,64.7,48.6,75.05,294.12
454,75.87,50.56,38.08,78.77,49.78,56.05,122.08,336.37,82.49,84.33,89.56,124.04,17.14,72.55,34.96,51.21,124.97,47.58,98.17,64.19,49.63,76.56,69.14,111,22.06,74.32,116.91,66.18,80.07,47.91,66.49,55.24,27.18,65.92,32.94,15.37,60.24,32.49,132.2,31.86,107.71,25.46,70.86,33.84,557.81,162.79,58.62,78.27,91.87,32.07,190.25,25.42,96.89,59.91,38.09,57.91,160.68,48.48,74.48,96.41,34.27,60.97,52.07,134.03,36.57,112.95,55.94,30.97,40.45,73.41,69.41,96.08,40.67,93.94,82.29,31.56,79.33,80.08,78.02,97.57,72.87,96.77,42.92,151.94,34.17,59.53,62.09,46.56,81.26,92.97,96.07,42.37,115.61,215.04,46.54,65.37,49.04,75.46,305.87
455,76.57,51.25,38.04,78.6,49.74,55.96,124.78,342.99,83.3,86.12,90.69,126.73,17.28,72.64,35.08,51.13,124.88,47.78,98.6,63.55,49.52,76.19,69.11,111.18,22.93,73.75,117,66.83,81.57,49.02,67.23,56.04,27.56,66.44,32.88,16.08,62.62,32.35,133.74,32.93,108.46,25.44,73.64,33.76,568.01,164.84,59.36,78.52,92.36,32.93,192.24,25.6,96.61,59.87,37.85,57.87,161.14,49,74.59,96.29,34.54,61.04,52.71,134.89,36.53,113.17,55.54,31.01,40.87,73.93,69.58,96.98,41.25,93.55,81.68,31.39,79.07,80.41,79.24,97.91,73.49,97.23,42.49,152.79,34.19,59.59,62.76,46.92,81.11,93.36,96.03,42.5,116.67,213.89,46.72,65.17,49.07,75.8,309.79
456,76.7,52.47,38.15,79.04,50.33,55.63,124.69,341.96,83.77,86.03,90.15,126.83,17.17,72.17,34.94,51.21,124.47,48.22,101.39,63.62,50.48,76.55,69.68,110.87,22.82,74.23,117.34,67.18,81.67,49.2,67.44,55.45,27.67,66.95,32.9,16.22,62.72,32.74,134.39,33.47,109.38,25.61,73.96,34.29,568.12,166.19,59.66,79.09,92.98,33.31,191.3,25.5,96.89,60.06,37.77,58.19,162.12,49.09,74.48,95.98,34.64,61.56,52.9,134.37,36.72,114.03,55.63,31.21,40.81,74.08,69.93,96.59,40.89,94.66,81.53,31.72,78.86,80.65,79.28,98.58,73.15,96.96,42.29,152.38,34.47,59.9,63.74,47.01,80.88,93.67,96.65,42.56,118.6,213.85,46.79,65.68,49.06,76.2,309.7
457,76.16,52.63,38.22,78.41,50.6,56.06,122.86,333.62,84.89,98.52,90.73,127.29,17.09,72.36,35.06,50.49,124.31,47.66,101.31,63.61,50.7,76.87,69,111.02,22.92,74.69,117.04,67.08,81.69,48.87,68.06,54.58,27.66,67.05,33.16,16.15,59.49,32.83,134.93,33.62,109.66,25.8,74,34.84,571.5,165.01,59.53,78.54,93.38,32.7,190.45,26.01,96.92,60.24,37.51,58.02,161.18,48.63,74.31,96.05,34.49,62.01,53.18,134.51,36.73,116.64,55.39,30.76,40.47,73.54,69.67,96.38,40.13,95.14,81.71,31.83,78.84,80.48,79.69,98.81,72.58,97.34,42.31,152.3,34.72,60.72,63.44,47.08,81.52,93.72,97.19,42.53,118.5,214.2,47.08,66.41,49.13,76.48,301.86
458,75.18,51.35,38.2,77.21,50.32,55.89,117.89,323,85,100.54,88.92,125.91,16.66,71.91,34.28,49.52,123.9,47.09,100.93,63.55,49.76,76.11,69.02,109.98,22.54,74.15,116.8,66.42,80.43,48.01,67.56,54,27.17,66.39,33.84,15.89,56.75,32.74,133.98,32.76,107.09,25.59,72.2,34.22,545.25,162.18,59.04,77.87,92.43,32.35,189.54,25.77,97.08,59.39,37.66,58.06,157.11,48.02,71.97,96.26,34.26,61.28,52.11,134.23,36.71,113.89,55.3,30.18,39.34,72.39,70.38,95.56,39.86,93.21,81.4,31.6,78.51,81,77.69,96.41,71.05,97.3,42.69,153.23,34.64,60.15,63.21,45.75,80.81,93.16,96.78,42.06,116.93,206.91,47,65.38,48.86,76.33,288.27
461,74,49.79,37.74,77.94,49.41,55.23,117.61,317.76,83.63,96.4,86.36,124.14,16.32,71.48,33.51,49.91,123.12,46.53,99.89,64.24,48.67,74.97,68.29,110.12,22.68,73.29,115.37,65.84,79.13,47.26,67.11,52.95,26.81,65.61,34.05,15.7,56.95,32.5,132.62,31.89,106.45,25.42,72.23,33.53,540.63,157.53,57.1,76.3,91.02,32.41,192.26,26.09,96.56,58.59,38.05,57.67,155.27,46.37,71.23,95.41,33.95,61.33,50.66,132.79,36.78,111.91,54.38,29.33,39.28,70.39,68.81,94.81,39.36,92.26,82.7,30.65,79.22,81.08,77.25,95.72,69.94,96.87,43.19,154.79,34.58,59.52,61.58,45.66,80.36,92.27,96.05,41.52,114.95,202.64,47.08,64.44,47.98,76.33,294.19
462,73.99,48.3,37.2,77.36,49.81,55.37,116.77,327.07,84.71,97.9,86.25,122.71,16.38,71.29,33.57,48.7,123.13,46.58,101.15,64.94,48.45,75.1,68.87,111.98,22.77,72.65,115.82,65.87,79.57,47.4,67.4,54.8,27.15,65.79,34.89,15.86,58.19,33.03,132.55,32.25,105.2,25.33,70.01,33.95,557.51,155.55,58.24,76.28,91.09,32.16,191.04,26.5,96.73,58.44,38.33,57.63,154.19,46.33,71.42,96.46,34.32,60.71,51,133.22,37.02,112.51,54.23,29.34,39.3,72.47,69.63,94.2,40.12,93.6,82.26,30.33,80.07,81.98,78.05,95.15,70.98,97.71,43.67,155.01,34.82,60.5,62.02,46.17,79.94,91.82,96.11,41.31,114.55,201.82,47.7,63.18,48.15,77.19,285.92
